,line_text,speaker,temporada,episodio
18957,"Ahh, still lame. Okay. All right. Thank you, Ryan, for that wonderful introduction. Okay, um, today we're gonna be talking... about...PowerPoint! PowerPoint! PowerPoint! PowerPoint!",Michael,Season 4,4x4
18958,"Yes I forgot about Ryan's presentation. And yes, it would have been nice to do well with the first presentation he had given me. But you know what else would have been nice? Winning the lottery.",Michael,Season 4,4x4
18959,"And the best way to start is to hit start. And up comes the toolbar, that's what she said. What we have to do here is go to Run, and then you look up to PowerPoint. And we are in. We are going to register. You hit register--- Updates are ready. I should update. Um, estimated time 12 minutes, so this should take 5 or 10 minutes.",Michael,Season 4,4x4
18961,Why?,Michael,Season 4,4x4
18963,"No, I had a really rough night, and my boss can back you up on that.",Michael,Season 4,4x4
18965,"My other boss, Mr. Figaro.",Michael,Season 4,4x4
18967,What I do between 5:30 pm and 1 am is no one's business but mine and my other business'.,Michael,Season 4,4x4
18968,Are you a cocktail waitress?,Jim,Season 4,4x4
18970,It won't.,Michael,Season 4,4x4
18972,"Okay, honestly, it was unlikely I was gonna figure this out anyways. [Kelly laughs]",Michael,Season 4,4x4
18984,"Why don't you do the presentation, because you know how to do it?",Michael,Season 4,4x4
18986,"Huh, okay.",Michael,Season 4,4x4
18988,"It's whoever, not whomever.",Michael,Season 4,4x4
18990,"No, whomever is never actually right.",Michael,Season 4,4x4
18991,"No, sometimes its right.",Jim,Season 4,4x4
18995,Not a native speaker.,Michael,Season 4,4x4
18999,"It's 'whom' when it's the object of a sentence, and 'who' when it's the subject.",Pam,Season 4,4x4
19001,"Well it sounds right, but is it?",Michael,Season 4,4x4
19006,How did he use it again?,Pam,Season 4,4x4
19008,Thank you.,Michael,Season 4,4x4
19010,"No one, uh, asked you anything ever, so whomever's name is Toby, why don't you take a letter opener and stick it into your skull.",Michael,Season 4,4x4
19012,"I've never done this before. I've never quit anything in my life.  So, you are filming history.",Michael,Season 4,4x4
19013,"Nick, I had a dream last night that I had two full time jobs.  One here at the Lipophedrazone diet pill company---",Michael,Season 4,4x4
19015,And the other I was a Regional Manager of a small paper supply company called Dunder Mifflin.,Michael,Season 4,4x4
19017,"In this dream I did both of these jobs beautifully, and I loved it, and everybody loved me.  But the truth is, I can't do this.",Michael,Season 4,4x4
19019,I am.,Michael,Season 4,4x4
19021,"I was never in this for the money.  But it turns out that the money was an absolute necessity for me.  I tried to live the dream.  I tried to have a job, a girlfriend, another job, and I failed.  But the good thing about the American dream is that you can just go to sleep, and try it all again the next night.",Michael,Season 4,4x4
19023,What's up?,Pam,Season 4,4x4
19025,You're being gross.,Pam,Season 4,4x4
19027,What moves?,Pam,Season 4,4x4
19029,I can't believe that's not working.,Pam,Season 4,4x4
19031,"Um, I don't know if I really see you two together.",Pam,Season 4,4x4
19033,She's very religious.,Pam,Season 4,4x4
19035,"Okay, well she takes her convictions pretty seriously, she can be kind of severe.",Pam,Season 4,4x4
19037,"That's right, you did.",Pam,Season 4,4x4
19039,"Now that I think about it, Angela and Andy might actually make a good couple.  But I couldn't do that to Dwight... or Angela... or Andy.",Pam,Season 4,4x4
19040,"Hey Kevin, you're a gambler right?  A rounder, you play the ponies, small horses.",Michael,Season 4,4x4
19042,"Yeah, I was thinking about doing some gambling myself.  You know, just a little bit of money.  Maybe doubling it, and them doubling it seven more times.  I don't know, kind of just for fun.  I was thinking, do you have tips, or ideas about sure things.  Like a boxer who is going to throw the big fight, you know, like, like he's tied into some crooked dealings, maybe his kid is sick or something.  Like, who do I call about that?",Michael,Season 4,4x4
19044,Do you know anybody in the mob?,Michael,Season 4,4x4
19046,"Okay, um, Oscar, I'm going to need to take another advance on my salary.",Michael,Season 4,4x4
19059,Hey guys.,Michael,Season 4,4x4
19061,"What'cha talking about?  [camera pans to each face in the break room]  Okay, I know what's going on.  You're talking about Jim and Pam, if they're having sex, what it looks like, I know, I think---",Michael,Season 4,4x4
19062,Michael.,Pam,Season 4,4x4
19063,"Hey, hey, hey.",Michael,Season 4,4x4
19065,"Monkey problem? No, I'm not having monkey problems.  Why would I have monkey problems?",Michael,Season 4,4x4
19067,"Oh, I hate monkeys.",Michael,Season 4,4x4
19068,"What's going on, why do you have a second job?",Pam,Season 4,4x4
19069,I don't have a second job.  Maybe I'm having an affair with Suzanne Summers.,Michael,Season 4,4x4
19070,Doesn't Jan have money?,Pam,Season 4,4x4
19071,"I don't talk to my girlfriend about money.  It is rude, and unsexual.",Michael,Season 4,4x4
19073,"I totally agree with you.  But I don't have money problems, I don't.  Alright, you know what?  Watch this, if I had money problems, would I do this? [Michael holds up a bill, crumples it up, puts it back in his pocket]",Michael,Season 4,4x4
19075,"Yeah, but I destroyed it, it's not even useable anymore.",Michael,Season 4,4x4
19084,No you didn't.,Michael,Season 4,4x4
19087,"How would that help Creed?  In Monopoly when you go bankrupt, you lose.",Michael,Season 4,4x4
19089,That is a good point.,Michael,Season 4,4x4
19091,Like the witness protection program.,Michael,Season 4,4x4
19094,"I've always wanted to be in the witness protection program.  Fresh start, no debts, no baggage.  I've already got my name picked out, Lord Rupert Everton.  I'm a shipping merchant who raises fancy dogs.  That's the life.",Michael,Season 4,4x4
19095,I... DECLARE... BANKRUPTCY!,Michael,Season 4,4x4
19097,"I didn't say it, I declared it.",Michael,Season 4,4x4
19100,"Yeah, tell me about it.",Michael,Season 4,4x4
19102,"You know, Jan has my credit cards, and she's using them as if I'm made of money, she thinks I'm a human ATM machine.",Michael,Season 4,4x4
19104,"Oh, that's the Muppet Show, on DVD, classic.",Michael,Season 4,4x4
19106,"That is by far the best way to strengthen your core.  This machine, you sit on a stabilizer ball, you put your feet into the power stir-ups, you reach up and you grab onto the super rod, and you twist, and you twist, and you twist.  It strengthens your entire core.  Your back core, your arm core, the Marine Core actually uses it.  I think that's how they got a core.",Michael,Season 4,4x4
19109,Mm-hm.  That is so cool how you have my name at the top.,Michael,Season 4,4x4
19111,Right.,Michael,Season 4,4x4
19113,How do they do this so fast?  Is this power-point?,Michael,Season 4,4x4
19114,"Man, Angela really had a hold on him. [Dwight playing the recorder in the background]  Angela.",Pam,Season 4,4x4
19116,"No, no, we are going to leave Jan out of this.",Michael,Season 4,4x4
19118,"We will find another way, we'll ask power-point.",Michael,Season 4,4x4
19120,You're a presentation tool if you think I'm gonna tell Jan about this.,Michael,Season 4,4x4
19122,"No you're not! Ok, just... you're not a tool. Look, we'll tell her that it's bad, but it could've been a lot worse but due to some fancy financial foot work I was able to cut it in half.",Michael,Season 4,4x4
19124,She poses.,Michael,Season 4,4x4
19125,"Dwight, how's the hotel business?",Jim,Season 4,4x4
19126,Stupid.,Dwight,Season 4,4x4
19127,Have you checked Trip Advisor recently?,Jim,Season 4,4x4
19128,No.,Dwight,Season 4,4x4
19129,Maybe you should.,Jim,Season 4,4x4
19130,Maybe you should.  Whatever.,Dwight,Season 4,4x4
19131,"We wrote a good review.  Under comments, we wrote, the natural aroma of the beets drifts into the bedroom and makes you dream of simpler times.",Pam,Season 4,4x4
19132,The dawn goose walk will tug at your heartstrings.,Jim,Season 4,4x4
19133,Table making never seemed so possible.,Pam,Season 4,4x4
19134,You will never want to leave your room.,Jim,Season 4,4x4
19135,The architecture reminds one of a quaint Tuscan beet farm.,Pam,Season 4,4x4
19136,I'm glad you enjoyed your stay.,Dwight,Season 4,4x4
19137,We really did.  It was fun.,Pam,Season 4,4x4
19140,"Um, that's, how did you get that from what Oscar's saying?",Michael,Season 4,4x4
19150,"What am I doing? I am blowing dodge. I'm getting out of town. Whatever you call it, I am running away from my responsibilities. And it feels good.",Michael,Season 4,4x4
19152,Dwight.,Pam,Season 4,4x4
19153,Uhh-mmm [moaning],Dwight,Season 4,4x4
19154,Did I ever tell you why I left Scranton?,Jim,Season 4,4x4
19155,[incoherent mumbling] No you didn't.,Dwight,Season 4,4x4
19156,"Yeah, I didn't think I had.  Well, it was all about Pam.",Jim,Season 4,4x4
19157,Mmm-uh-mm [incoherent mumbling],Dwight,Season 4,4x4
19158,"Yeah, I mean she was with Roy, and, uh, I just couldn't take it.  I mean, I lost it Dwight.  I couldn't sleep, I couldn't concentrate on anything.  Even weird stuff, like food had no taste.  So my solution was to move away.  It was awful.  It was something that I wouldn't wish on my worst enemy, and that includes you.",Jim,Season 4,4x4
19159,"[sobbing, reaches out to Jim after he walked away]",Dwight,Season 4,4x4
19160,"Hey, I was thinking about dinner--- [Jim grabs her face and kisses her]",Pam,Season 4,4x4
19161,"Ah, dinner.  Let's see, maybe we should try the new Italian place, where the drive-in used to be.",Jim,Season 4,4x4
19162,Okay.,Pam,Season 4,4x4
19163,Yeah?,Jim,Season 4,4x4
19164,Yeah.,Pam,Season 4,4x4
19165,Okay.,Jim,Season 4,4x4
19166,Jim's just really passionate about Italian food.,Pam,Season 4,4x4
19167,"Yep, I'm very passionate about Italian food.  In fact, um, I'm in love with Italian food.",Jim,Season 4,4x4
19170,"[singing] Runaway train, never come back.  Runaway and I'm never coming back.",Michael,Season 4,4x4
19172,Hey Jan.,Michael,Season 4,4x4
19174,"Not much, what's up with you?",Michael,Season 4,4x4
19176,I'm out of answers Jan.,Michael,Season 4,4x4
19178,"I told you, no more answers.  This is who I am now.  A guy on a train with no answers.  I hope that can be enough for you.",Michael,Season 4,4x4
19180,I don't know that.,Michael,Season 4,4x4
19182,I'll stay off the grid.,Michael,Season 4,4x4
19184,"Yeah it is, it is.  I really messed up.",Michael,Season 4,4x4
19186,That's really nice of you to say.,Michael,Season 4,4x4
19188,I think the engineer left.,Michael,Season 4,4x4
19189,"[takes a ruler and shoves it between his desk and Jim's, knocking Jim's files on the floor]  Hello, this is Dwight Schrute calling from Dunder-Mifflin, and according to our records you appear to be low on office supplies.  Okay, sure, yeah I can take care of that right now.",Dwight,Season 4,4x4
19190,Don't sell your implants please.,Michael,Season 4,4x4
19192,That's nice though.,Michael,Season 4,4x4
19194,It looks cute though.,Michael,Season 4,4x4
19195,I used to get offers in the mail for credit cards all the time.  They would say things like 'don't pay for six months' or 'you can transfer your account from another card'...,Michael,Season 4,4x4
19196,"No, [mumbling] I don't know.",Dwight,Season 4,4x4
19197,"Do you think I'll get any new ones?  I could... [pause, eventually looks up at Dwight]",Michael,Season 4,4x4
19198,What?,Dwight,Season 4,4x4
19199,"What do you mean, 'what'?",Michael,Season 4,4x4
19200,What... [mumbling],Dwight,Season 4,4x4
19201,Were you listening to what I was saying?,Michael,Season 4,4x4
19202,I was aware that you were speaking.,Dwight,Season 4,4x4
19203,What is the matter with you?,Michael,Season 4,4x4
19204,What is the matter with... me?,Dwight,Season 4,4x4
19205,Yeah.,Michael,Season 4,4x4
19206,I'm... discombobulated.,Dwight,Season 4,4x4
19207,Yeah.,Michael,Season 4,4x4
19208,I need help.,Dwight,Season 4,4x4
19209,"All right, well, go find some.  Get outa here, please. [Dwight sighs and leaves]",Michael,Season 4,4x4
19211,Yeah.  What?,Michael,Season 4,4x4
19213,"Um, my CDs.",Michael,Season 4,4x4
19215,I do.,Michael,Season 4,4x4
19217,"My CDs are in a portfolio, a rather large portfolio, um, called Case Logic",Michael,Season 4,4x4
19219,"And, um the Case Logic portfolio is currently in the back seat of my car.  There is another smaller Case Logic portfolio clipped to my visor [Oscar vigorously shakes his head]  What?",Michael,Season 4,4x4
19221,I've been putting money into CDs for years.  I bought music that I didn't even like.  No. [shakes head],Michael,Season 4,4x4
19223,I can't.,Michael,Season 4,4x4
19225,I can't go back to that.,Michael,Season 4,4x4
19227,I don't know if I can do that.  I can't see myself spending the next six years digging myself out of that kind of hole.,Michael,Season 4,4x4
19229,We will?  I can't.  I don't have an idea in my head.,Michael,Season 4,4x4
19231,I have...,Michael,Season 4,4x4
19233,Okay.  What?  Um...,Michael,Season 4,4x4
19235,Tell me.,Michael,Season 4,4x4
19237,"Well, please?  I won't tell anybody.",Michael,Season 4,4x4
19239,"Yeah, I will.",Michael,Season 4,4x4
19241,Right back at ya.,Jim,Season 4,4x4
19243,State your business!,Dwight,Season 4,4x4
19245,That is impossible.  Unless you mean gonorrhea.,Dwight,Season 4,4x4
19247,"Yes, I did, 'cept I don't think she means it.  Angela is in a great deal of pain because of the death of her cat, and she's in a kind of a grieving process, and it makes her say things.  So... best to just lay off.",Dwight,Season 4,4x4
19249,"Oh my God, you do have gonorrhea.",Jim,Season 4,4x4
19251,"Stay out of this, you!",Dwight,Season 4,4x4
19270,"Pam!  You don't think he'll mind if we take the shampoo, do you? [holds up large bottle]",Jim,Season 4,4x4
19271,Mmm.  Mmm-mmm. [shakes head 'no'],Pam,Season 4,4x4
19272,Okay.,Jim,Season 4,4x4
19273,"[Mose serves bacon] Thank you, Mose.",Pam,Season 4,4x4
19275,"Yes, they do.",Jim,Season 4,4x4
19277,Where's Dwight?,Jim,Season 4,4x4
19279,Where'd he go?,Pam,Season 4,4x4
19281,The office.,Jim,Season 4,4x4
19283,Hmm.,Jim,Season 4,4x4
19284,"Mose, Angela hasn't been around here much lately, has she?",Pam,Season 4,4x4
19286,Angela - she used to stay here sometimes?,Pam,Season 4,4x4
19289,"Okay, we're watching, Mose!",Pam,Season 4,4x4
19291,"You're doin' great, buddy!",Jim,Season 4,4x4
19293,"Yeah, go ahead and stop.  You guys, you should really be looking, he's working his ass off over here.",Dwight,Season 4,4x4
19294,"I'm sorry, did we or did we not pay for a show?",Jim,Season 4,4x4
19295,"Okay, go ahead, they're right.",Dwight,Season 4,4x4
19297,[not watching Mose]  More spins.,Jim,Season 4,4x4
19298,"Arr, dammit!  [throws saw at table he was working on]",Dwight,Season 4,4x4
